Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
1600 BLOCK OF N LOMBARD ST,22-901244,Property,Arbor Lodge,1/9/2022,1200,Larceny Offenses,Shoplifting,45.577079528,-122.683714957,1/10/2022,1
1600 BLOCK OF N MASON ST,22-905275,Property,Overlook,2/17/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.553453773,-122.684594386,2/18/2022,1
1600 BLOCK OF N ROSA PARKS WAY,22-8517,Property,Arbor Lodge,1/10/2022,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.569851473,-122.683495321,1/10/2022,1
1600 BLOCK OF N WILLIS BLVD,22-62410,Property,Kenton,8/27/2021,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.583779101,-122.683734563,3/7/2022,1
1600 BLOCK OF N WINCHELL ST,22-55950,Property,Kenton,3/1/2022,0445,Motor Vehicle Theft,Motor Vehicle Theft,45.580209283,-122.683464282,3/1/2022,1
1600 BLOCK OF NE 6TH AVE,22-901457,Property,Lloyd,12/17/2021,2006,Vandalism,Vandalism,45.534710391,-122.659555472,1/19/2022,1
1600 BLOCK OF NE 7TH AVE,22-902843,Property,Lloyd,1/28/2022,0930,Larceny Offenses,Theft From Motor Vehicle,45.534708128,-122.658653582,1/28/2022,1
1600 BLOCK OF NE 9TH AVE,22-16537,Person,Lloyd,1/18/2022,1825,Assault Offenses,Aggravated Assault,45.534699237,-122.656642730,1/18/2022,1
1600 BLOCK OF NE 16TH AVE,22-903234,Property,Sullivan's Gulch,2/2/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534672898,-122.649407796,2/2/2022,1
1600 BLOCK OF NE 27TH AVE,22-53251,Property,Sullivan's Gulch,2/26/2022,0245,Larceny Offenses,Theft From Motor Vehicle,45.534810533,-122.638204907,2/26/2022,1
1600 BLOCK OF NE 32ND AVE,22-908767,Property,Sullivan's Gulch,9/1/2021,0845,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534810686,-122.633176702,3/30/2022,1
1600 BLOCK OF NE 41ST AVE,22-908046,Property,Hollywood,3/22/2022,1330,Vandalism,Vandalism,45.534793249,-122.621222371,3/22/2022,1
1600 BLOCK OF NE 42ND AVE,22-903181,Property,Hollywood,2/1/2022,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534811684,-122.620372015,2/2/2022,1
1600 BLOCK OF NE 46TH AVE,22-900472,Property,Hollywood,1/6/2022,1350,Larceny Offenses,All Other Larceny,45.534787008,-122.615905070,1/6/2022,1
1600 BLOCK OF NE 52ND AVE,22-900179,Property,Rose City Park,9/18/2021,0400,Larceny Offenses,Theft From Motor Vehicle,45.534772125,-122.609849630,1/1/2022,1
1600 BLOCK OF NE 59TH AVE,22-74289,Property,Rose City Park,3/19/2022,2138,Burglary,Burglary,45.534647522,-122.602576045,3/19/2022,1
1600 BLOCK OF NE 62ND AVE,22-69745,Property,Rose City Park,3/15/2022,0900,Burglary,Burglary,45.534640874,-122.599487865,3/15/2022,1
1600 BLOCK OF NE 71ST AVE,22-20676,Person,Montavilla,1/22/2022,1805,Assault Offenses,Intimidation,45.534232472,-122.590435465,1/22/2022,1
1600 BLOCK OF NE 71ST AVE,22-902647,Property,Montavilla,1/29/2022,0950,Burglary,Burglary,45.534232472,-122.590435465,1/29/2022,1
1600 BLOCK OF NE 71ST AVE,22-902902,Property,Montavilla,1/28/2022,1750,Burglary,Burglary,45.534232472,-122.590435465,1/30/2022,1
1600 BLOCK OF NE 71ST AVE,22-906675,Property,Montavilla,3/6/2022,1030,Burglary,Burglary,45.534232472,-122.590435465,3/7/2022,1
1600 BLOCK OF NE 72ND AVE,22-73969,Person,Montavilla,3/19/2022,1426,Assault Offenses,Aggravated Assault,45.534733559,-122.589282770,3/19/2022,1
1600 BLOCK OF NE 81ST AVE,22-77952,Property,Madison South,3/23/2022,1336,Burglary,Burglary,45.534732687,-122.579952606,3/23/2022,1
1600 BLOCK OF NE 81ST AVE,22-81706,Property,Madison South,3/27/2022,0907,Motor Vehicle Theft,Motor Vehicle Theft,45.534733170,-122.580077546,3/27/2022,1
1600 BLOCK OF NE 92ND AVE,22-39435,Property,Madison South,2/11/2022,1311,Burglary,Burglary,45.534292136,-122.568486684,2/11/2022,1
1600 BLOCK OF NE 92ND AVE,22-62195,Person,Madison South,3/7/2022,1545,Assault Offenses,Aggravated Assault,45.534295373,-122.568611723,3/7/2022,1
1600 BLOCK OF NE 92ND AVE,22-901914,Property,Madison South,1/19/2022,0900,Burglary,Burglary,45.534292136,-122.568486684,1/19/2022,1
1600 BLOCK OF NE 92ND AVE,22-902303,Property,Madison South,12/22/2021,1400,Burglary,Burglary,45.534292136,-122.568486684,1/24/2022,1
1600 BLOCK OF NE 92ND AVE,22-908665,Property,Madison South,3/25/2022,0600,Larceny Offenses,Theft From Motor Vehicle,45.534292136,-122.568486684,3/28/2022,1
1600 BLOCK OF NE 116TH PL,22-48913,Property,Parkrose Heights,2/21/2022,0800,Larceny Offenses,Theft From Motor Vehicle,45.534717023,-122.543353989,2/21/2022,1
1600 BLOCK OF NE 122ND AVE,22-5945,Property,Russell,1/7/2022,1639,Robbery,Robbery,45.534633227,-122.537565601,1/7/2022,1
1600 BLOCK OF NE 122ND AVE,22-50176,Property,Russell,2/22/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.534633227,-122.537565601,2/22/2022,1
1600 BLOCK OF NE 122ND AVE,22-62639,Property,Russell,3/8/2022,0235,Larceny Offenses,All Other Larceny,45.534633227,-122.537565601,3/8/2022,1
1600 BLOCK OF NE 122ND AVE,22-900310,Property,Russell,1/8/2022,1430,Larceny Offenses,Theft From Motor Vehicle,45.534633227,-122.537565601,1/8/2022,1
1600 BLOCK OF NE 122ND AVE,22-903965,Property,Russell,2/9/2022,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534633227,-122.537565601,2/10/2022,1
1600 BLOCK OF NE 126TH AVE,22-902355,Property,Russell,1/8/2022,0924,Fraud Offenses,Identity Theft,45.534245812,-122.533105351,1/24/2022,1
1600 BLOCK OF NE 140TH AVE,22-15311,Property,Russell,1/17/2022,1342,Burglary,Burglary,45.534771280,-122.519328312,1/17/2022,1
1600 BLOCK OF NE 148TH AVE,22-47852,Property,Wilkes,2/18/2022,0936,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.535268511,-122.510527378,2/20/2022,1
1600 BLOCK OF NE 152ND PL,22-900190,Property,Wilkes,12/31/2021,1100,Vandalism,Vandalism,45.534767906,-122.506047685,1/1/2022,1
1600 BLOCK OF NE 162ND AVE,22-41101,Person,Wilkes,2/13/2022,0757,Assault Offenses,Simple Assault,45.534610879,-122.495841741,2/13/2022,2
1600 BLOCK OF NE AINSWORTH ST,22-905457,Property,Woodlawn,2/26/2022,0004,Larceny Offenses,All Other Larceny,45.566425036,-122.648517089,2/26/2022,1
1600 BLOCK OF NE ALBERTA ST,22-49432,Property,Vernon,2/22/2022,0533,Burglary,Burglary,45.559129298,-122.648248645,2/22/2022,1
1600 BLOCK OF NE ALBERTA ST,22-50339,Property,Vernon,2/23/2022,0337,Burglary,Burglary,45.559129298,-122.648248645,2/23/2022,1
1600 BLOCK OF NE BELL DR,22-3770,Property,Woodland Park,1/4/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.534423788,-122.561464686,1/5/2022,1
1600 BLOCK OF NE BROADWAY,22-64834,Property,Irvington,3/10/2022,0810,Vandalism,Vandalism,45.535079052,-122.648962511,3/10/2022,1
1600 BLOCK OF NE BROADWAY,22-902871,Property,Sullivan's Gulch,1/29/2022,0030,Vandalism,Vandalism,45.534991245,-122.648963091,1/31/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-30732,Property,Hollywood,2/2/2022,0937,Robbery,Robbery,45.535004631,-122.622998730,2/2/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-50610,Property,Hollywood,2/23/2022,1124,Larceny Offenses,Theft From Building,45.535004631,-122.622998730,2/23/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-50610,Property,Hollywood,2/23/2022,1124,Robbery,Robbery,45.535004631,-122.622998730,2/23/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-900102,Property,Hollywood,12/30/2021,0750,Larceny Offenses,All Other Larceny,45.535004631,-122.622998730,1/3/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904093,Property,Hollywood,2/10/2022,2140,Vandalism,Vandalism,45.535004631,-122.622998730,2/11/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904310,Property,Hollywood,2/13/2022,1955,Vandalism,Vandalism,45.535004631,-122.622998730,2/14/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904311,Property,Hollywood,2/13/2022,0755,Larceny Offenses,Theft From Building,45.535004631,-122.622998730,2/14/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904389,Property,Hollywood,2/11/2022,0930,Larceny Offenses,Theft From Building,45.535004631,-122.622998730,2/12/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904724,Property,Hollywood,2/16/2022,1405,Vandalism,Vandalism,45.535004631,-122.622998730,2/17/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-904725,Property,Hollywood,2/15/2022,1915,Vandalism,Vandalism,45.535004631,-122.622998730,2/17/2022,1
1600 BLOCK OF NE CESAR E CHAVEZ BLVD,22-6803690,Property,Hollywood,3/6/2022,1730,Larceny Offenses,Theft From Building,45.535004631,-122.622998730,3/21/2022,1
1600 BLOCK OF NE GOING ST,22-902824,Property,Sabin,1/22/2022,1515,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.556404479,-122.648270459,1/28/2022,1
1600 BLOCK OF NE GRAND AVE,22-1214,Person,Lloyd,1/2/2022,1312,Assault Offenses,Simple Assault,45.534713261,-122.660570599,1/2/2022,1
1600 BLOCK OF NE GRAND AVE,22-23191,Person,Lloyd,1/25/2022,1154,Assault Offenses,Aggravated Assault,45.534713656,-122.660695540,1/25/2022,1
1600 BLOCK OF NE GRAND AVE,22-33100,Property,Lloyd,2/4/2022,1744,Vandalism,Vandalism,45.534713261,-122.660570599,2/4/2022,1
1600 BLOCK OF NE GRAND AVE,22-51045,Property,Lloyd,2/23/2022,1728,Robbery,Robbery,45.534713261,-122.660570599,2/23/2022,1
1600 BLOCK OF NE GRAND AVE,22-902073,Property,Lloyd,1/13/2022,1415,Larceny Offenses,Shoplifting,45.534713656,-122.660695540,1/21/2022,1
1600 BLOCK OF NE GRAND AVE,22-902388,Property,Lloyd,1/25/2022,1200,Fraud Offenses,Credit Card/ATM Fraud,45.534713261,-122.660570599,1/25/2022,1
1600 BLOCK OF NE MULTNOMAH ST,22-27174,Person,Sullivan's Gulch,1/29/2022,1136,Assault Offenses,Simple Assault,45.531416115,-122.648972193,1/29/2022,1
1600 BLOCK OF NE SANDY BLVD,22-2828,Property,Kerns,12/24/2021,1900,Burglary,Burglary,45.524570175,-122.649001912,1/4/2022,1
1600 BLOCK OF NE SANDY BLVD,22-39624,Property,Kerns,2/11/2022,1651,Burglary,Burglary,45.524570175,-122.649001912,2/11/2022,1
1600 BLOCK OF NE SANDY BLVD,22-48893,Property,Kerns,2/20/2022,1045,Burglary,Burglary,45.524570175,-122.649001912,2/21/2022,1
1600 BLOCK OF NE SANDY BLVD,22-71831,Property,Kerns,3/16/2022,1940,Motor Vehicle Theft,Motor Vehicle Theft,45.524645922,-122.649059424,3/17/2022,1
1600 BLOCK OF NE SANDY BLVD,22-902566,Property,Kerns,1/28/2022,0000,Vandalism,Vandalism,45.524570175,-122.649001912,1/28/2022,1
1600 BLOCK OF NE SANDY BLVD,22-903776,Property,Kerns,2/8/2022,0930,Vandalism,Vandalism,45.524570175,-122.649001912,2/8/2022,1
1600 BLOCK OF NE SANDY BLVD,22-903868,Property,Kerns,2/9/2022,0935,Vandalism,Vandalism,45.524570175,-122.649001912,2/9/2022,1
1600 BLOCK OF NE SANDY BLVD,22-904000,Property,Kerns,2/9/2022,1725,Vandalism,Vandalism,45.524570175,-122.649001912,2/10/2022,1
1600 BLOCK OF NE SANDY BLVD,22-904634,Property,Kerns,2/7/2022,1220,Burglary,Burglary,45.524570175,-122.649001912,2/16/2022,1
1600 BLOCK OF NE SANDY BLVD,22-905452,Property,Kerns,2/24/2022,1720,Vandalism,Vandalism,45.524570175,-122.649001912,2/26/2022,1
1600 BLOCK OF NE SANDY BLVD,22-906227,Property,Kerns,1/10/2022,1000,Burglary,Burglary,45.524570175,-122.649001912,3/4/2022,1
1600 BLOCK OF NE SANDY BLVD,22-906339,Property,Kerns,2/8/2022,1050,Larceny Offenses,All Other Larceny,45.524570175,-122.649001912,3/5/2022,1
1600 BLOCK OF NE SANDY BLVD,22-906622,Property,Kerns,1/29/2022,1615,Burglary,Burglary,45.524570175,-122.649001912,3/6/2022,1
1600 BLOCK OF NW 13TH AVE,22-22693,Property,Pearl,1/24/2022,2150,Motor Vehicle Theft,Motor Vehicle Theft,45.534625484,-122.684517841,1/24/2022,1
1600 BLOCK OF NW 13TH AVE,22-39192,Property,Pearl,2/9/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.534625484,-122.684517841,2/11/2022,1
1600 BLOCK OF NW 13TH AVE,22-42569,Property,Pearl,2/14/2022,1830,Motor Vehicle Theft,Motor Vehicle Theft,45.534625484,-122.684517841,2/14/2022,1
1600 BLOCK OF NW 13TH AVE,22-65036,Property,Pearl,3/9/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.534625484,-122.684517841,3/10/2022,1
1600 BLOCK OF NW 13TH AVE,22-66928,Property,Pearl,3/12/2022,0935,Burglary,Burglary,45.534625484,-122.684517841,3/12/2022,1
1600 BLOCK OF NW 13TH AVE,22-66928,Property,Pearl,3/12/2022,0935,Larceny Offenses,Theft From Motor Vehicle,45.534625484,-122.684517841,3/12/2022,1
1600 BLOCK OF NW 13TH AVE,22-72966,Person,Pearl,3/18/2022,1423,Assault Offenses,Simple Assault,45.534625484,-122.684517841,3/18/2022,2
1600 BLOCK OF NW 13TH AVE,22-900009,Property,Pearl,12/22/2021,0515,Larceny Offenses,Theft From Motor Vehicle,45.534625484,-122.684517841,1/2/2022,1
1600 BLOCK OF NW 13TH AVE,22-902176,Property,Pearl,1/20/2022,1240,Vandalism,Vandalism,45.534625484,-122.684517841,1/22/2022,1
1600 BLOCK OF NW 14TH AVE,22-21192,Person,Pearl,1/23/2022,1115,Assault Offenses,Intimidation,45.534666591,-122.685530544,1/23/2022,1
1600 BLOCK OF NW 14TH AVE,22-29621,Property,Pearl,2/1/2022,0831,Larceny Offenses,Theft From Motor Vehicle,45.534666591,-122.685530544,2/1/2022,1
1600 BLOCK OF NW 14TH AVE,22-63967,Property,Pearl,3/7/2022,1700,Fraud Offenses,Identity Theft,45.534666591,-122.685530544,3/9/2022,1
1600 BLOCK OF NW 14TH AVE,22-69671,Property,Pearl,3/15/2022,0600,Burglary,Burglary,45.534666591,-122.685530544,3/15/2022,1
1600 BLOCK OF NW 14TH AVE,22-69761,Property,Pearl,3/14/2022,2359,Motor Vehicle Theft,Motor Vehicle Theft,45.534666591,-122.685530544,3/15/2022,1
1600 BLOCK OF NW 14TH AVE,22-907793,Property,Pearl,3/21/2022,0630,Larceny Offenses,Theft From Motor Vehicle,45.534666591,-122.685530544,3/21/2022,1
1600 BLOCK OF NW 19TH AVE,22-905926,Property,Northwest,2/25/2022,2005,Larceny Offenses,All Other Larceny,45.534570401,-122.690726892,3/2/2022,1
1600 BLOCK OF NW 21ST AVE,22-22129,Property,Northwest,1/24/2022,0000,Burglary,Burglary,45.534509444,-122.694784641,1/24/2022,1
1600 BLOCK OF NW 21ST AVE,22-22129,Property,Northwest,1/24/2022,0000,Larceny Offenses,All Other Larceny,45.534509444,-122.694784641,1/24/2022,1
1600 BLOCK OF NW 21ST AVE,22-22304,Property,Northwest,1/24/2022,1325,Burglary,Burglary,45.534509444,-122.694784641,1/24/2022,1
1600 BLOCK OF NW 21ST AVE,22-27086,Property,Northwest,1/29/2022,0939,Burglary,Burglary,45.534509444,-122.694784641,1/29/2022,1
1600 BLOCK OF NW 21ST AVE,22-902246,Property,Northwest,1/24/2022,0404,Larceny Offenses,Shoplifting,45.534509444,-122.694784641,1/24/2022,1
1600 BLOCK OF NW 21ST AVE,22-906779,Property,Northwest,3/10/2022,1412,Larceny Offenses,Shoplifting,45.534509444,-122.694784641,3/10/2022,1
1600 BLOCK OF NW EVERETT ST,22-54280,Property,Northwest,2/27/2022,0200,Larceny Offenses,Theft From Motor Vehicle,45.525042895,-122.687779190,2/27/2022,1
1600 BLOCK OF NW EVERETT ST,22-902421,Property,Northwest,12/18/2021,1710,Larceny Offenses,Theft From Building,45.524955162,-122.687775809,1/25/2022,1
1600 BLOCK OF NW GLISAN ST,22-53821,Property,Northwest,2/26/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.526380903,-122.687826846,2/26/2022,1
1600 BLOCK OF NW IRVING ST,22-50962,Property,Northwest,2/23/2022,1500,Vandalism,Vandalism,45.527803901,-122.687877781,2/23/2022,1
1600 BLOCK OF NW JOHNSON ST,22-908376,Property,Northwest,3/25/2022,2315,Larceny Offenses,Theft From Motor Vehicle,45.528516586,-122.687913053,3/26/2022,1
1600 BLOCK OF NW KEARNEY ST,22-32765,Property,Northwest,2/2/2022,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529317077,-122.687947807,2/4/2022,1
1600 BLOCK OF NW LOVEJOY ST,22-903540,Property,Northwest,2/3/2022,1330,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.530027242,-122.687971274,2/4/2022,1
1600 BLOCK OF NW MARSHALL ST,22-76275,Person,Northwest,3/21/2022,2154,Assault Offenses,Simple Assault,45.530742891,-122.687994952,3/21/2022,1
1600 BLOCK OF NW MARSHALL ST,22-901772,Property,Northwest,1/13/2022,2115,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530742891,-122.687994952,1/16/2022,1
1600 BLOCK OF NW MAYFIELD RD,22-902289,Property,Forest Park,1/14/2022,2142,Fraud Offenses,Credit Card/ATM Fraud,45.534703633,-122.778697253,1/24/2022,1
1600 BLOCK OF NW RALEIGH ST,22-4477,Property,Northwest,12/23/2021,0531,Motor Vehicle Theft,Motor Vehicle Theft,45.534314248,-122.687898372,1/6/2022,1
1600 BLOCK OF NW RIVERSCAPE ST,22-904428,Property,Northwest,2/12/2022,2200,Larceny Offenses,All Other Larceny,45.538108121,-122.687786931,2/14/2022,1
1600 BLOCK OF NW THURMAN ST,22-901594,Property,Northwest,1/11/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.535732936,-122.688175582,1/18/2022,1
1600 BLOCK OF SE 11TH AVE,22-49207,Property,Hosford-Abernethy,2/21/2022,1903,Motor Vehicle Theft,Motor Vehicle Theft,45.511144629,-122.654760940,2/21/2022,1
1600 BLOCK OF SE 12TH AVE,22-6203,Property,Hosford-Abernethy,1/7/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.511141305,-122.653621346,1/7/2022,1
1600 BLOCK OF SE 12TH AVE,22-908878,Property,Hosford-Abernethy,3/28/2022,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.511141305,-122.653621346,3/29/2022,1
1600 BLOCK OF SE 21ST AVE,22-908608,Property,Hosford-Abernethy,3/26/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511226912,-122.644204472,3/28/2022,1
1600 BLOCK OF SE 27TH AVE,22-74778,Property,Hosford-Abernethy,3/19/2022,1900,Burglary,Burglary,45.510844330,-122.638086907,3/20/2022,1
1600 BLOCK OF SE 35TH AVE,22-78686,Property,Richmond,3/24/2022,0807,Larceny Offenses,Theft From Motor Vehicle,45.511097929,-122.628715427,3/24/2022,1
1600 BLOCK OF SE 35TH AVE,22-903319,Property,Richmond,2/4/2022,1150,Larceny Offenses,All Other Larceny,45.511097499,-122.628590539,2/4/2022,1
1600 BLOCK OF SE 40TH AVE,22-904376,Property,Richmond,2/12/2022,0700,Larceny Offenses,All Other Larceny,45.511117516,-122.621278475,2/14/2022,1
1600 BLOCK OF SE 41ST AVE,22-28910,Property,Richmond,1/30/2022,1200,Burglary,Burglary,45.510988035,-122.620266862,1/31/2022,1
1600 BLOCK OF SE 41ST AVE,22-904433,Property,Richmond,1/1/2022,1120,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.510987596,-122.620141974,2/6/2022,1
1600 BLOCK OF SE 49TH AVE,22-46041,Property,Richmond,2/18/2022,0630,Motor Vehicle Theft,Motor Vehicle Theft,45.510977422,-122.612204463,2/18/2022,1
1600 BLOCK OF SE 50TH AVE,22-29381,Property,Richmond,1/30/2022,0030,Burglary,Burglary,45.511000145,-122.611565343,1/31/2022,1
1600 BLOCK OF SE 50TH AVE,22-74603,Property,Richmond,3/19/2022,2200,Vandalism,Vandalism,45.511000145,-122.611565343,3/20/2022,1
1600 BLOCK OF SE 72ND AVE,22-57256,Property,Mt Tabor,3/2/2022,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.511263665,-122.589047582,3/2/2022,1
1600 BLOCK OF SE 77TH AVE,22-53561,Property,Montavilla,2/19/2022,1200,Larceny Offenses,Theft From Motor Vehicle,45.511164113,-122.583803261,2/26/2022,1
1600 BLOCK OF SE 77TH AVE,22-53561,Property,Montavilla,2/19/2022,1200,Vandalism,Vandalism,45.511164113,-122.583803261,2/26/2022,1
1600 BLOCK OF SE 82ND AVE,22-18178,Property,Montavilla,1/16/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.511069443,-122.578730842,1/20/2022,1
1600 BLOCK OF SE 82ND AVE,22-44206,Property,Montavilla,2/13/2022,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511069443,-122.578730842,2/16/2022,1
1600 BLOCK OF SE 122ND AVE,22-72463,Property,Mill Park,3/18/2022,0018,Larceny Offenses,Theft From Building,45.511786818,-122.537616089,3/18/2022,1
1600 BLOCK OF SE ANKENY ST,22-73726,Property,Buckman East,3/19/2022,0759,Vandalism,Vandalism,45.522135731,-122.649046378,3/19/2022,1
1600 BLOCK OF SE ANKENY ST,22-906785,Property,Buckman East,3/4/2022,1300,Larceny Offenses,Theft From Building,45.522135731,-122.649046378,3/7/2022,1
1600 BLOCK OF SE BELMONT ST,22-22128,Property,Buckman East,1/17/2022,0926,Larceny Offenses,Theft From Building,45.516518788,-122.649083570,1/24/2022,1
1600 BLOCK OF SE BELMONT ST,22-903347,Property,Buckman East,2/5/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.516518788,-122.649083570,2/6/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-22971,Property,Sellwood-Moreland,1/25/2022,0431,Vandalism,Vandalism,45.473764657,-122.649354170,1/25/2022,1
1600 BLOCK OF SE CESAR E CHAVEZ BLVD,22-908544,Property,Richmond,2/12/2022,2200,Vandalism,Vandalism,45.511139928,-122.622738752,3/27/2022,1
1600 BLOCK OF SE ELLIS ST,22-903613,Property,Sellwood-Moreland,2/5/2022,0239,Larceny Offenses,All Other Larceny,45.482306679,-122.649010346,2/7/2022,1
1600 BLOCK OF SE HAROLD ST,22-27312,Property,Sellwood-Moreland,1/28/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.483162903,-122.648999826,1/29/2022,1
1600 BLOCK OF SE HAROLD ST,22-64778,Property,Sellwood-Moreland,2/13/2022,0649,Burglary,Burglary,45.483075094,-122.649000405,3/10/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-63057,Property,Hosford-Abernethy,3/4/2022,1700,Burglary,Burglary,45.512149929,-122.648988480,3/8/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-81118,Property,Hosford-Abernethy,3/26/2022,1659,Burglary,Burglary,45.512149929,-122.648988480,3/26/2022,1
1600 BLOCK OF SE KNAPP ST,22-903145,Property,Sellwood-Moreland,2/1/2022,1905,Vandalism,Vandalism,45.471525894,-122.649203206,2/1/2022,1
1600 BLOCK OF SE LINN ST,22-25173,Property,Sellwood-Moreland,1/27/2022,0900,Burglary,Burglary,45.459372996,-122.648529276,1/27/2022,1
1600 BLOCK OF SE LINN ST,22-25450,Property,Sellwood-Moreland,1/27/2022,0900,Fraud Offenses,Identity Theft,45.459372996,-122.648529276,1/27/2022,1
1600 BLOCK OF SE MADISON ST,22-44059,Property,Buckman East,2/15/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.512954315,-122.649108675,2/16/2022,1
